Street,Vicinity,City,District,Province,Classification,Zonal Value,Barangay
City/Municipality     :,CALUMPIT,,PULILAN,BULACAN,,,TIBAG
Zone/Barangay       :,BALITE,,PULILAN,BULACAN,D.O. No.,9-2020,TIBAG
Zone/Barangay       :,BALITE,,PULILAN,BULACAN,Effectivity Date,3/7/2020,TIBAG
STREET NAME / SUBDIVISION / CONDOMINIUM,VICINITY,,PULILAN,BULACAN,CLASSIFICATION,,TIBAG
STREET NAME / SUBDIVISION / CONDOMINIUM,VICINITY,,PULILAN,BULACAN,,3RD REV,TIBAG
STREET NAME / SUBDIVISION / CONDOMINIUM,VICINITY,,PULILAN,BULACAN,,ZV. SQ. M.,TIBAG
PROVINCIAL ROAD,VICINITY,,PULILAN,BULACAN,RR,1300,TIBAG
PROVINCIAL ROAD,VICINITY,,PULILAN,BULACAN,CR,2400,TIBAG
PROVINCIAL ROAD,VICINITY,,PULILAN,BULACAN,I,2200,TIBAG
PROVINCIAL ROAD,VICINITY,,PULILAN,BULACAN,A1,400,TIBAG
PROVINCIAL ROAD,VICINITY,,PULILAN,BULACAN,A2,400,TIBAG
PROVINCIAL ROAD,VICINITY,,PULILAN,BULACAN,A50,200,TIBAG
PROVINCIAL ROAD,*INTERIOR,,PULILAN,BULACAN,RR,*,TIBAG
PROVINCIAL ROAD,*INTERIOR,,PULILAN,BULACAN,CR,*,TIBAG
PROVINCIAL ROAD,*INTERIOR,,PULILAN,BULACAN,A1,*,TIBAG
PROVINCIAL ROAD,*INTERIOR,,PULILAN,BULACAN,A2,*,TIBAG
ROCKA VILLA - ROCKA FILIPINA LAND INC,*INTERIOR,,PULILAN,BULACAN,RR,4400,TIBAG
ROCKA VILLA - ROCKA FILIPINA LAND INC,*INTERIOR,,PULILAN,BULACAN,CR,5000,TIBAG
STA LUCIA REALTY CORP. (METROPOLIS SUBD.)  RR,*INTERIOR,,PULILAN,BULACAN,RR,4400,TIBAG
STA LUCIA REALTY CORP. (METROPOLIS SUBD.)  RR,*INTERIOR,,PULILAN,BULACAN,CR,5000,TIBAG
BARANGAY ROAD,*INTERIOR,,PULILAN,BULACAN,RR,1000,TIBAG
*ALL OTHER STREETS ,*INTERIOR,,PULILAN,BULACAN,CR,1900,TIBAG
*ALL OTHER STREETS ,*INTERIOR,,PULILAN,BULACAN,I,1800,TIBAG
*ALL OTHER STREETS ,*INTERIOR,,PULILAN,BULACAN,A1,300,TIBAG
*ALL OTHER STREETS ,*INTERIOR,,PULILAN,BULACAN,A2,300,TIBAG
*ALL OTHER STREETS ,INTERIOR,,PULILAN,BULACAN,RR,*,TIBAG
*ALL OTHER STREETS ,INTERIOR,,PULILAN,BULACAN,CR,*,TIBAG
*ALL OTHER STREETS ,INTERIOR,,PULILAN,BULACAN,A1,*,TIBAG
 ,INTERIOR,,PULILAN,BULACAN,A2,*,TIBAG
*NOTE: INTERIOR IN PROVINCIAL ROAD AND ALL OTHER STREETS FOR DELETION TO AVOID DUPLICATION,INTERIOR,,PULILAN,BULACAN,,,TIBAG
         BARANGAY ROAD INSTEAD OF ALL OTHER STREETS AS PER TCRPV ,INTERIOR,,PULILAN,BULACAN,,,TIBAG
Province                   :,BULACAN,,PULILAN,BULACAN,,,TIBAG
City/Municipality     :,CALUMPIT,,PULILAN,BULACAN,,,TIBAG
Zone/Barangay       :,BALUNGAO,,PULILAN,BULACAN,D.O. No.,9-2020,TIBAG
Zone/Barangay       :,BALUNGAO,,PULILAN,BULACAN,Effectivity Date,3/7/2020,TIBAG
STREET NAME / SUBDIVISION / CONDOMINIUM,VICINITY,,PULILAN,BULACAN,CLASSIFICATION,,TIBAG
STREET NAME / SUBDIVISION / CONDOMINIUM,VICINITY,,PULILAN,BULACAN,,3RD REV,TIBAG
STREET NAME / SUBDIVISION / CONDOMINIUM,VICINITY,,PULILAN,BULACAN,,ZV. SQ. M.,TIBAG
MCARTHUR,VICINITY,,PULILAN,BULACAN,RR,2400,TIBAG
MCARTHUR,VICINITY,,PULILAN,BULACAN,CR,2900,TIBAG
MCARTHUR,VICINITY,,PULILAN,BULACAN,I,2800,TIBAG
MCARTHUR,VICINITY,,PULILAN,BULACAN,A2,,TIBAG
MCARTHUR,*INTERIOR,,PULILAN,BULACAN,RR,,TIBAG
MCARTHUR,*INTERIOR,,PULILAN,BULACAN,CR,,TIBAG
MCARTHUR,*INTERIOR,,PULILAN,BULACAN,I,,TIBAG
MCARTHUR,*INTERIOR,,PULILAN,BULACAN,A2,,TIBAG
PROVINCIAL ROAD,*INTERIOR,,PULILAN,BULACAN,RR,2300,TIBAG
PROVINCIAL ROAD,*INTERIOR,,PULILAN,BULACAN,CR,2800,TIBAG
PROVINCIAL ROAD,*INTERIOR,,PULILAN,BULACAN,I,2600,TIBAG
PROVINCIAL ROAD,*INTERIOR,,PULILAN,BULACAN,A2,500,TIBAG
PROVINCIAL ROAD,*INTERIOR,,PULILAN,BULACAN,GP,700,TIBAG
PROVINCIAL ROAD,*INTERIOR,,PULILAN,BULACAN,RR,,TIBAG
PROVINCIAL ROAD,*INTERIOR,,PULILAN,BULACAN,CR,,TIBAG
PROVINCIAL ROAD,*INTERIOR,,PULILAN,BULACAN,I,,TIBAG
PROVINCIAL ROAD,*INTERIOR,,PULILAN,BULACAN,A2,,TIBAG
BARANGAY ROAD,*INTERIOR,,PULILAN,BULACAN,RR,2000,TIBAG
*ALL OTHER STREETS,*INTERIOR,,PULILAN,BULACAN,CR,2400,TIBAG
*ALL OTHER STREETS,*INTERIOR,,PULILAN,BULACAN,I,2300,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,RR,*,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,CR,*,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,I,*,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,A2,*,TIBAG
*NOTE: INTERIOR IN MCARHTUR AND PROVINCIAL ROAD FOR DELETION TO AVOID DUPLICATION,INTERIOR,,PULILAN,BULACAN,,,TIBAG
            BARANGAY ROAD INSTEAD OF ALL OTHER STREETS AS PER TCRPV,INTERIOR,,PULILAN,BULACAN,,,TIBAG
Province                   :,BULACAN,,PULILAN,BULACAN,,,TIBAG
City/Municipality     :,CALUMPIT,,PULILAN,BULACAN,,,TIBAG
Zone/Barangay       :,BUGUION,,PULILAN,BULACAN,D.O. No.,9-2020,TIBAG
Zone/Barangay       :,BUGUION,,PULILAN,BULACAN,Effectivity Date,3/7/2020,TIBAG
STREET NAME / SUBDIVISION/ CONDOMINIUM,VICINITY,,PULILAN,BULACAN,CLASSIFICATION,,TIBAG
STREET NAME / SUBDIVISION/ CONDOMINIUM,VICINITY,,PULILAN,BULACAN,,3RD REV,TIBAG
STREET NAME / SUBDIVISION/ CONDOMINIUM,VICINITY,,PULILAN,BULACAN,,ZV. SQ. M.,TIBAG
PROVINCIAL ROAD,VICINITY,,PULILAN,BULACAN,RR,1600,TIBAG
PROVINCIAL ROAD,VICINITY,,PULILAN,BULACAN,CR,2900,TIBAG
PROVINCIAL ROAD,VICINITY,,PULILAN,BULACAN,I,2800,TIBAG
PROVINCIAL ROAD,VICINITY,,PULILAN,BULACAN,A1,600,TIBAG
PROVINCIAL ROAD,VICINITY,,PULILAN,BULACAN,A2,500,TIBAG
PROVINCIAL ROAD,*INTERIOR,,PULILAN,BULACAN,RR,*,TIBAG
PROVINCIAL ROAD,*INTERIOR,,PULILAN,BULACAN,CR,*,TIBAG
PROVINCIAL ROAD,*INTERIOR,,PULILAN,BULACAN,A1,*,TIBAG
PROVINCIAL ROAD,*INTERIOR,,PULILAN,BULACAN,A2,*,TIBAG
MUNICIPAL ROAD,*INTERIOR,,PULILAN,BULACAN,RR,1300,TIBAG
MUNICIPAL ROAD,*INTERIOR,,PULILAN,BULACAN,CR,2300,TIBAG
MUNICIPAL ROAD,*INTERIOR,,PULILAN,BULACAN,I,2200,TIBAG
MUNICIPAL ROAD,*INTERIOR,,PULILAN,BULACAN,A1,500,TIBAG
MUNICIPAL ROAD,*INTERIOR,,PULILAN,BULACAN,A2,400,TIBAG
MUNICIPAL ROAD,*INTERIOR,,PULILAN,BULACAN,A50,300,TIBAG
MUNICIPAL ROAD,*INTERIOR,,PULILAN,BULACAN,GP,300,TIBAG
MUNICIPAL ROAD,*INTERIOR,,PULILAN,BULACAN,RR,*,TIBAG
MUNICIPAL ROAD,*INTERIOR,,PULILAN,BULACAN,CR,*,TIBAG
MUNICIPAL ROAD,*INTERIOR,,PULILAN,BULACAN,A1,*,TIBAG
MUNICIPAL ROAD,*INTERIOR,,PULILAN,BULACAN,A2,*,TIBAG
BARANGAY ROAD,*INTERIOR,,PULILAN,BULACAN,RR,1000,TIBAG
NORTH FIELDS SUBD.,*INTERIOR,,PULILAN,BULACAN,RR,4000,TIBAG
NORTH FIELDS SUBD.,*INTERIOR,,PULILAN,BULACAN,CR,4500,TIBAG
STA LUCIA REALTY CORP.(METROPOLIS SUBD.) ,*INTERIOR,,PULILAN,BULACAN,RR,4000,TIBAG
STA LUCIA REALTY CORP.(METROPOLIS SUBD.) ,*INTERIOR,,PULILAN,BULACAN,CR,4500,TIBAG
*ALL OTHER STREETS,*INTERIOR,,PULILAN,BULACAN,CR,2100,TIBAG
*ALL OTHER STREETS,*INTERIOR,,PULILAN,BULACAN,I,2000,TIBAG
*ALL OTHER STREETS,*INTERIOR,,PULILAN,BULACAN,A1,400,TIBAG
*ALL OTHER STREETS,*INTERIOR,,PULILAN,BULACAN,A2,300,TIBAG
*ALL OTHER STREETS,*INTERIOR,,PULILAN,BULACAN,RR,*,TIBAG
*ALL OTHER STREETS,*INTERIOR,,PULILAN,BULACAN,CR,*,TIBAG
*ALL OTHER STREETS,*INTERIOR,,PULILAN,BULACAN,A1,*,TIBAG
*ALL OTHER STREETS,*INTERIOR,,PULILAN,BULACAN,A2,*,TIBAG
*NOTE: INTERIOR IN PROVINCIAL ROAD AND MUNICIPAL ROAD FOR DELETION AS PER MUNICIPAL PLANNING DEVELOPMENT OFFICER / MUNICIPAL ASSESSOR ,*INTERIOR,,PULILAN,BULACAN,,,TIBAG
           TO USE BARANGAY ROAD INSTEAD OF ALL OTHER STREETS AS PER TCRPV,*INTERIOR,,PULILAN,BULACAN,,,TIBAG
Province                   :,BULACAN,,PULILAN,BULACAN,,,TIBAG
City/Municipality     :,CALUMPIT,,PULILAN,BULACAN,,,TIBAG
Zone/Barangay       :,BULUSAN,,PULILAN,BULACAN,D.O. No.,9-2020,TIBAG
Zone/Barangay       :,BULUSAN,,PULILAN,BULACAN,Effectivity Date,3/7/2020,TIBAG
STREET NAME / SUBDIVISION/ CONDOMINIUM,VICINITY,,PULILAN,BULACAN,CLASSIFICATION,3RD REV,TIBAG
STREET NAME / SUBDIVISION/ CONDOMINIUM,VICINITY,,PULILAN,BULACAN,,ZV. SQ. M.,TIBAG
PROVINCIAL ROAD,VICINITY,,PULILAN,BULACAN,RR,1600,TIBAG
PROVINCIAL ROAD,VICINITY,,PULILAN,BULACAN,CR,2300,TIBAG
PROVINCIAL ROAD,VICINITY,,PULILAN,BULACAN,I,2200,TIBAG
PROVINCIAL ROAD,VICINITY,,PULILAN,BULACAN,A1,400,TIBAG
PROVINCIAL ROAD,VICINITY,,PULILAN,BULACAN,A2,300,TIBAG
PROVINCIAL ROAD,INTERIOR,,PULILAN,BULACAN,RR,*,TIBAG
PROVINCIAL ROAD,INTERIOR,,PULILAN,BULACAN,CR,*,TIBAG
PROVINCIAL ROAD,INTERIOR,,PULILAN,BULACAN,A1,*,TIBAG
PROVINCIAL ROAD,INTERIOR,,PULILAN,BULACAN,A2,*,TIBAG
MUNICIPAL ROAD,INTERIOR,,PULILAN,BULACAN,RR,*,TIBAG
MUNICIPAL ROAD,INTERIOR,,PULILAN,BULACAN,CR,*,TIBAG
MUNICIPAL ROAD,INTERIOR,,PULILAN,BULACAN,A1,*,TIBAG
MUNICIPAL ROAD, ,,PULILAN,BULACAN,A2,*,TIBAG
MUNICIPAL ROAD,INTERIOR,,PULILAN,BULACAN,RR,*,TIBAG
MUNICIPAL ROAD,INTERIOR,,PULILAN,BULACAN,CR,*,TIBAG
MUNICIPAL ROAD,INTERIOR,,PULILAN,BULACAN,A1,*,TIBAG
MUNICIPAL ROAD,INTERIOR,,PULILAN,BULACAN,A2,*,TIBAG
BARANGAY ROAD,INTERIOR,,PULILAN,BULACAN,RR,1200,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,CR,1800,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,I,1700,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,A1,300,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,A2,300,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,RR,*,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,CR,*,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,A1,*,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,A2,*,TIBAG
*NOTE: INTERIOR IN PROVINCIAL ROAD ROAD FOR DELETION AS PER MUNICIPAL PLANNING DEVELOPMENT OFFICER / MUNICIPAL ASSESSOR ,INTERIOR,,PULILAN,BULACAN,,,TIBAG
           MUNICIPAL ROAD FOR DELETION AS PER MUNICIPAL PLANNING DEVELOPMENT OFFICER / MUNICIPAL ASSESSOR ,INTERIOR,,PULILAN,BULACAN,,,TIBAG
           USE BARANGAY ROAD INSTEAD OF ALL OTHER STREETS AND NO INTERIOR TO AVOID DUPLICATION,INTERIOR,,PULILAN,BULACAN,,,TIBAG
Province                   :,BULACAN,,PULILAN,BULACAN,,,TIBAG
City/Municipality     :,CALUMPIT,,PULILAN,BULACAN,,,TIBAG
Zone/Barangay       :,CALIZON,,PULILAN,BULACAN,D.O. No.,9-2020,TIBAG
Zone/Barangay       :,CALIZON,,PULILAN,BULACAN,Effectivity Date,3/7/2020,TIBAG
STREET NAME / SUBDIVISION/ CONDOMINIUM,VICINITY,,PULILAN,BULACAN,CLASSIFICATION,3RD REV,TIBAG
STREET NAME / SUBDIVISION/ CONDOMINIUM,VICINITY,,PULILAN,BULACAN,,ZV. SQ. M.,TIBAG
PROVINCIAL ROAD,VICINITY,,PULILAN,BULACAN,RR,1600,TIBAG
PROVINCIAL ROAD,VICINITY,,PULILAN,BULACAN,CR,2100,TIBAG
PROVINCIAL ROAD,VICINITY,,PULILAN,BULACAN,I,2000,TIBAG
PROVINCIAL ROAD,VICINITY,,PULILAN,BULACAN,A1,400,TIBAG
PROVINCIAL ROAD,VICINITY,,PULILAN,BULACAN,A2,300,TIBAG
PROVINCIAL ROAD,*INTERIOR,,PULILAN,BULACAN,RR,*,TIBAG
PROVINCIAL ROAD,*INTERIOR,,PULILAN,BULACAN,CR,*,TIBAG
PROVINCIAL ROAD,*INTERIOR,,PULILAN,BULACAN,A1,*,TIBAG
PROVINCIAL ROAD,*INTERIOR,,PULILAN,BULACAN,A2,*,TIBAG
MUNICIPAL ROAD,*INTERIOR,,PULILAN,BULACAN,RR,*,TIBAG
MUNICIPAL ROAD,*INTERIOR,,PULILAN,BULACAN,CR,*,TIBAG
MUNICIPAL ROAD,*INTERIOR,,PULILAN,BULACAN,A1,*,TIBAG
MUNICIPAL ROAD,*INTERIOR,,PULILAN,BULACAN,A2,*,TIBAG
MUNICIPAL ROAD,*INTERIOR,,PULILAN,BULACAN,A50,*,TIBAG
MUNICIPAL ROAD,*INTERIOR,,PULILAN,BULACAN,GP,*,TIBAG
MUNICIPAL ROAD,INTERIOR,,PULILAN,BULACAN,RR,*,TIBAG
MUNICIPAL ROAD,INTERIOR,,PULILAN,BULACAN,CR,*,TIBAG
MUNICIPAL ROAD,INTERIOR,,PULILAN,BULACAN,A1,*,TIBAG
MUNICIPAL ROAD,INTERIOR,,PULILAN,BULACAN,A2,*,TIBAG
BARANGAY ROAD,INTERIOR,,PULILAN,BULACAN,RR,1400,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,CR,1800,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,I,1700,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,A2,200,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,A1,300,TIBAG
*ALL OTHER STREETS,*INTERIOR,,PULILAN,BULACAN,RR,*,TIBAG
*ALL OTHER STREETS,*INTERIOR,,PULILAN,BULACAN,CR,*,TIBAG
 ,*INTERIOR,,PULILAN,BULACAN,A1,*,TIBAG
 ,*INTERIOR,,PULILAN,BULACAN,A2,*,TIBAG
*NOTE:  INTERIOR IN PROVINCIAL ROAD FOR DELETION TO AVOID DUPLICATION,*INTERIOR,,PULILAN,BULACAN,,,TIBAG
              MUNICIPAL ROAD FOR DELETION NON-EXISTING AS PER MUNICIPAL PLANNING DEVELOPMENT OFFICER / MUNICIPAL ASSESSOR ,*INTERIOR,,PULILAN,BULACAN,,,TIBAG
                  BARANGAY ROAD INSTEAD OF ALL OTHER STREETS AS PER TCRPV,*INTERIOR,,PULILAN,BULACAN,,,TIBAG
Province                   :,BULACAN,,PULILAN,BULACAN,,,TIBAG
City/Municipality     :,CALUMPIT,,PULILAN,BULACAN,,,TIBAG
Zone/Barangay       :,CALUMPANG,,PULILAN,BULACAN,D.O. No.,9-2020,TIBAG
Zone/Barangay       :,CALUMPANG,,PULILAN,BULACAN,Effectivity Date,3/7/2020,TIBAG
STREET NAME / SUBDIVISION/ CONDOMINIUM,VICINITY,,PULILAN,BULACAN,CLASSIFICATION,3RD REV,TIBAG
STREET NAME / SUBDIVISION/ CONDOMINIUM,VICINITY,,PULILAN,BULACAN,,ZV. SQ. M.,TIBAG
MCARTHUR ,VICINITY,,PULILAN,BULACAN,RR,2200,TIBAG
MCARTHUR ,VICINITY,,PULILAN,BULACAN,CR,2500,TIBAG
MCARTHUR ,VICINITY,,PULILAN,BULACAN,I,2300,TIBAG
MCARTHUR ,VICINITY,,PULILAN,BULACAN,A1,300,TIBAG
MCARTHUR ,VICINITY,,PULILAN,BULACAN,A2,300,TIBAG
MCARTHUR ,VICINITY,,PULILAN,BULACAN,A50,*,TIBAG
MCARTHUR ,VICINITY,,PULILAN,BULACAN,GP,*,TIBAG
MCARTHUR ,INTERIOR,,PULILAN,BULACAN,RR,*,TIBAG
MCARTHUR ,INTERIOR,,PULILAN,BULACAN,CR,*,TIBAG
MCARTHUR ,INTERIOR,,PULILAN,BULACAN,A1,*,TIBAG
MCARTHUR ,INTERIOR,,PULILAN,BULACAN,A2,*,TIBAG
BARANGAY ROAD,INTERIOR,,PULILAN,BULACAN,RR,1100,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,CR,1800,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,I,1700,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,A1,200,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,A2,200,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,RR,*,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,CR,*,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,I,*,TIBAG
*ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,A1,*,TIBAG
 ,INTERIOR,,PULILAN,BULACAN,A2,*,TIBAG
"*NOTE: A50, GP AND INTERIOR IN MCARTHUR FOR DELETION AS PER MUNICIPAL PLANNING DEVELOPMENT OFFICER / MUNICIPAL ASSESSOR ",INTERIOR,,PULILAN,BULACAN,,,TIBAG
              BARANGAY ROAD INSTEAD OF ALL OTHER STREETS AND NO INTERIOR ALONG ALL OTHER STREETS AS PER MUNICIPAL PLANNING DEVELOPMENT OFFICER / MUNICIPAL ASSESSOR ,INTERIOR,,PULILAN,BULACAN,,,TIBAG
Province                   :,BULACAN,,PULILAN,BULACAN,,,TIBAG
City/Municipality     :,CALUMPIT,,PULILAN,BULACAN,,,TIBAG
Zone/Barangay       :,CANIOGAN,,PULILAN,BULACAN,D.O. No.,9-2020,TIBAG
Zone/Barangay       :,CANIOGAN,,PULILAN,BULACAN,Effectivity Date,3/7/2020,TIBAG
STREET NAME / SUBDIVISION/ CONDOMINIUM,VICINITY,,PULILAN,BULACAN,CLASSIFICATION,3RD REV,TIBAG
STREET NAME / SUBDIVISION/ CONDOMINIUM,VICINITY,,PULILAN,BULACAN,,ZV. SQ. M.,TIBAG
MCARTHUR,VICINITY,,PULILAN,BULACAN,RR,2100,TIBAG
MCARTHUR,VICINITY,,PULILAN,BULACAN,CR,2500,TIBAG
MCARTHUR,VICINITY,,PULILAN,BULACAN,I,2300,TIBAG
MCARTHUR,VICINITY,,PULILAN,BULACAN,A1,800,TIBAG
MCARTHUR,VICINITY,,PULILAN,BULACAN,A50,,TIBAG
MCARTHUR,INTERIOR,,PULILAN,BULACAN,RR,,TIBAG
MCARTHUR,INTERIOR,,PULILAN,BULACAN,CR,,TIBAG
MCARTHUR,INTERIOR,,PULILAN,BULACAN,I,,TIBAG
MCARTHUR,INTERIOR,,PULILAN,BULACAN,A1,,TIBAG
PROVINCIAL ROAD,INTERIOR,,PULILAN,BULACAN,RR,1600,TIBAG
PROVINCIAL ROAD,INTERIOR,,PULILAN,BULACAN,CR,2400,TIBAG
PROVINCIAL ROAD,INTERIOR,,PULILAN,BULACAN,I,2200,TIBAG
PROVINCIAL ROAD,INTERIOR,,PULILAN,BULACAN,A1,600,TIBAG
PROVINCIAL ROAD,INTERIOR,,PULILAN,BULACAN,RR,,TIBAG
PROVINCIAL ROAD,INTERIOR,,PULILAN,BULACAN,CR,,TIBAG
PROVINCIAL ROAD,INTERIOR,,PULILAN,BULACAN,I,,TIBAG
PROVINCIAL ROAD,INTERIOR,,PULILAN,BULACAN,A1,,TIBAG
PRIMAVERA HOMES (STAR PHILLIPINES),INTERIOR,,PULILAN,BULACAN,RR,2600,TIBAG
PRIMAVERA HOMES (STAR PHILLIPINES),INTERIOR,,PULILAN,BULACAN,CR,3000,TIBAG
ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,RR,1500,TIBAG
ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,CR,2200,TIBAG
ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,I,2100,TIBAG
ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,A1,400,TIBAG
ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,RR,,TIBAG
ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,CR,,TIBAG
ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,I,,TIBAG
 ,INTERIOR,,PULILAN,BULACAN,A1,,TIBAG
"*NOTE: INTERIOR IN PROVINCIAL ROAD, A50 AND MCARTHUR HIGHWAY FOR DELETION AS PER MUNICIPAL PLANNING DEVELOPMENT OFFICER / MUNICIPAL ASSESSOR ",INTERIOR,,PULILAN,BULACAN,,,TIBAG
               INTERIOR IN ALL OTHER STREETS AND I FOR DELETION AS PER MUNICIPAL PLANNING DEVELOPMENT OFFICER / MUNICIPAL ASSESSOR ,INTERIOR,,PULILAN,BULACAN,,,TIBAG
Province                   :,BULACAN,,PULILAN,BULACAN,,,TIBAG
City/Municipality     :,CALUMPIT,,PULILAN,BULACAN,,,TIBAG
Zone/Barangay       :,CORAZON,,PULILAN,BULACAN,D.O. No.,9-2020,TIBAG
Zone/Barangay       :,CORAZON,,PULILAN,BULACAN,Effectivity Date,3/7/2020,TIBAG
STREET NAME / SUBDIVISION/ CONDOMINIUM,VICINITY,,PULILAN,BULACAN,CLASSIFICATION,3RD REV,TIBAG
STREET NAME / SUBDIVISION/ CONDOMINIUM,VICINITY,,PULILAN,BULACAN,,ZV. SQ. M.,TIBAG
MCARTHUR,VICINITY,,PULILAN,BULACAN,RR,2600,TIBAG
MCARTHUR,VICINITY,,PULILAN,BULACAN,CR,3100,TIBAG
MCARTHUR,VICINITY,,PULILAN,BULACAN,I,2800,TIBAG
MCARTHUR,VICINITY,,PULILAN,BULACAN,A2,1700,TIBAG
MCARTHUR,INTERIOR,,PULILAN,BULACAN,RR,*,TIBAG
MCARTHUR,INTERIOR,,PULILAN,BULACAN,CR,*,TIBAG
MCARTHUR,INTERIOR,,PULILAN,BULACAN,A2,*,TIBAG
MUNICIPAL ROAD,INTERIOR,,PULILAN,BULACAN,RR,2000,TIBAG
MUNICIPAL ROAD,INTERIOR,,PULILAN,BULACAN,CR,3000,TIBAG
MUNICIPAL ROAD,INTERIOR,,PULILAN,BULACAN,I,2900,TIBAG
MUNICIPAL ROAD,INTERIOR,,PULILAN,BULACAN,A2,1600,TIBAG
MUNICIPAL ROAD,INTERIOR,,PULILAN,BULACAN,RR,*,TIBAG
MUNICIPAL ROAD,INTERIOR,,PULILAN,BULACAN,CR,*,TIBAG
MUNICIPAL ROAD,INTERIOR,,PULILAN,BULACAN,A2,*,TIBAG
MUNICIPAL ROAD,INTERIOR,,PULILAN,BULACAN,A50,*,TIBAG
MUNICIPAL ROAD,INTERIOR,,PULILAN,BULACAN,GP,*,TIBAG
ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,RR,*,TIBAG
ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,CR,*,TIBAG
ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,A2,*,TIBAG
ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,RR,*,TIBAG
ALL OTHER STREETS,INTERIOR,,PULILAN,BULACAN,CR,*,TIBAG
 ,INTERIOR,,PULILAN,BULACAN,A2,*,TIBAG
*NOTE: INTERIOR IN MCARTHUR HIGHWAY AND MUNICIPAL ROAD FOR DELETION AS PER STCRPV AND TO AVOID DUPLICATION,INTERIOR,,PULILAN,BULACAN,,,TIBAG
Province                   :,BULACAN,,PULILAN,BULACAN,,,TIBAG
City/Municipality     :,CALUMPIT,,PULILAN,BULACAN,,,TIBAG
Zone/Barangay       :,FRANCES,,PULILAN,BULACAN,,,TIBAG
STREET NAME / SUBDIVISION/ CONDOMINIUM,VICINITY,,PULILAN,BULACAN,CLASSIFICATION,3RD REV,TIBAG
STREET NAME / SUBDIVISION/ CONDOMINIUM,VICINITY,,PULILAN,BULACAN,,ZV. SQ. M.,TIBAG
BARANGAY ROAD,VICINITY,,PULILAN,BULACAN,RR,1100,TIBAG
*ALL STREETS,VICINITY,,PULILAN,BULACAN,CR,2300,TIBAG
*ALL STREETS,VICINITY,,PULILAN,BULACAN,I,2200,TIBAG
*ALL STREETS,VICINITY,,PULILAN,BULACAN,A1,300,TIBAG
*ALL STREETS,VICINITY,,PULILAN,BULACAN,A2,300,TIBAG
*ALL STREETS,INTERIOR,,PULILAN,BULACAN,RR,900,TIBAG
*ALL STREETS,INTERIOR,,PULILAN,BULACAN,CR,2000,TIBAG
*ALL STREETS,INTERIOR,,PULILAN,BULACAN,I,1900,TIBAG
*ALL STREETS,INTERIOR,,PULILAN,BULACAN,A1,300,TIBAG
*ALL STREETS,INTERIOR,,PULILAN,BULACAN,A2,200,TIBAG
*ALL STREETS,INTERIOR,,PULILAN,BULACAN,A50,*,TIBAG
*ALL STREETS,INTERIOR,,PULILAN,BULACAN,GP,*,TIBAG
*NOTE: A50 AND GP IN INTERIOR FOR DELETI0N AS PER MUNICIPAL PLANNING DEVELOPMENT OFFICER / MUNICIPAL ASSESSOR ,INTERIOR,,PULILAN,BULACAN,,,TIBAG
